        0.00223        2.75787
        0.00446        2.75468
        0.00670        2.72737
        0.00893        2.71242
        0.01116        2.71145
        0.01339        2.72239
        0.01562        2.75254
        0.01786        2.75750
        0.02009        2.75795
        0.02232        2.75505
        0.02455        2.72837
        0.02679        2.71389
        0.02902        2.71323
        0.03125        2.72474
        0.03348        2.75495
        0.03571        2.75743
        0.03795        2.75792
        0.04018        2.75629
        0.04241        2.73408
        0.04464        2.71603
        0.04688        2.71454
        0.04911        2.72475
        0.05134        2.75321
        0.05357        2.75641
        0.05580        2.75678
        0.05804        2.75458
        0.06027        2.73467
        0.06250        2.71580
        0.06473        2.71264
        0.06696        2.72083
        0.06920        2.74623
        0.07143        2.75462
        0.07366        2.75552
        0.07589        2.75178
        0.07812        2.73203
        0.08036        2.71412
        0.08259        2.71122
        0.08482        2.71944
        0.08705        2.74430
        0.08929        2.75388
        0.09152        2.75545
        0.09375        2.75261
        0.09598        2.73706
        0.09821        2.71740
        0.10045        2.71356
        0.10268        2.72036
        0.10491        2.74181
        0.10714        2.75174
        0.10938        2.75333
        0.11161        2.74935
        0.11384        2.73534
        0.11607        2.71562
        0.11830        2.71046
        0.12054        2.71627
        0.12277        2.73693
        0.12500        2.74742
        0.12723        2.75081
        0.12946        2.74736
        0.13170        2.73671
        0.13393        2.71718
        0.13616        2.71162
        0.13839        2.71656
        0.14062        2.73557
        0.14286        2.74699
        0.14509        2.75017
        0.14732        2.74749
        0.14955        2.73787
        0.15179        2.71794
        0.15402        2.71192
        0.15625        2.71572
        0.15848        2.73312
        0.16071        2.74594
        0.16295        2.74930
        0.16518        2.74653
        0.16741        2.73787
        0.16964        2.71773
        0.17188        2.71099
        0.17411        2.71387
        0.17634        2.73007
        0.17857        2.74315
        0.18080        2.74685
        0.18304        2.74421
        0.18527        2.73567
        0.18750        2.71554
        0.18973        2.70860
        0.19196        2.71024
        0.19420        2.72391
        0.19643        2.73903
        0.19866        2.74278
        0.20089        2.73939
        0.20312        2.73021
        0.20536        2.70927
        0.20759        2.70142
        0.20982        2.70118
        0.21205        2.71242
        0.21429        2.72678
        0.21652        2.72940
        0.21875        2.72500
        0.22098        2.71564
        0.22321        2.69402
        0.22545        2.68494
        0.22768        2.68274
        0.22991        2.68955
        0.23214        2.70256
        0.23438        2.70466
        0.23661        2.69879
        0.23884        2.68487
        0.24107        2.66437
        0.24330        2.65464
        0.24554        2.64934
        0.24777        2.65026
        0.25000        2.65220
        0.25223        2.65367
        0.25446        2.64320
        0.25670        2.62769
        0.25893        2.60965
        0.26116        2.59846
        0.26339        2.58560
        0.26562        2.58208
        0.26786        2.57415
        0.27009        2.56848
        0.27232        2.55116
        0.27455        2.54210
        0.27679        2.51713
        0.27902        2.50111
        0.28125        2.49589
        0.28348        2.48051
        0.28571        2.45816
        0.28795        2.44881
        0.29018        2.42105
        0.29241        2.40354
        0.29464        2.37759
        0.29688        2.36699
        0.29911        2.33533
        0.30134        2.31326
        0.30357        2.28473
        0.30580        2.25032
        0.30804        2.23012
        0.31027        2.19555
        0.31250        2.16637
        0.31473        2.13173
        0.31696        2.09744
        0.31920        2.05777
        0.32143        2.01843
        0.32366        1.97437
        0.32589        1.93296
        0.32812        1.88731
        0.33036        1.84296
        0.33259        1.79420
        0.33482        1.74539
        0.33705        1.69117
        0.33929        1.63815
        0.34152        1.58111
        0.34375        1.52758
        0.34598        1.46998
        0.34821        1.41378
        0.35045        1.34982
        0.35268        1.28455
        0.35491        1.21096
        0.35714        1.13935
        0.35938        1.06173
        0.36161        0.98852
        0.36384        0.90970
        0.36607        0.83226
        0.36830        0.74430
        0.37054        0.65644
        0.37277        0.55881
        0.37500        0.46214
        0.37723        0.35452
        0.37946        0.24587
        0.38170        0.12274
        0.38393       -0.00594
        0.38616       -0.15292
        0.38839       -0.30895
        0.39062       -0.48629
        0.39286       -0.67753
        0.39509       -0.89572
        0.39732       -1.13547
        0.39955       -1.40859
        0.40179       -1.71008
        0.40402       -2.05022
        0.40625       -2.42624
        0.40848       -2.84896
        0.41071       -3.31880
        0.41295       -3.84586
        0.41518       -4.43239
        0.41741       -5.08662
        0.41964       -5.81485
        0.42188       -6.58737
        0.42411       -7.43282
        0.42634       -8.47245
        0.42857       -9.76179
        0.43080      -11.30879
        0.43304      -13.04648
        0.43527      -14.88115
        0.43750      -16.69436
        0.43973      -18.38856
        0.44196      -19.88124
        0.44420      -21.13213
        0.44643      -22.12577
        0.44866      -22.88581
        0.45089      -23.45080
        0.45312      -23.87989
        0.45536      -24.22429
        0.45759      -24.53037
        0.45982      -24.81436
        0.46205      -25.07085
        0.46429      -25.27366
        0.46652      -25.39807
        0.46875      -25.41764
        0.47098      -25.33411
        0.47321      -25.14927
        0.47545      -24.87397
        0.47768      -24.54585
        0.47991      -24.23176
        0.48214      -24.00904
        0.48438      -23.95213
        0.48661      -24.10250
        0.48884      -24.44893
        0.49107      -24.91407
        0.49330      -25.36220
        0.49554      -25.67429
        0.49777      -25.85868
        0.50000      -25.89735
        0.50223      -25.76912
        0.50446      -25.45885
        0.50670      -24.95946
        0.50893      -24.26753
        0.51116      -23.38828
        0.51339      -22.33174
        0.51562      -21.11790
        0.51786      -19.77221
        0.52009      -18.32888
        0.52232      -16.82551
        0.52455      -15.30487
        0.52679      -13.81003
        0.52902      -12.38570
        0.53125      -11.07538
        0.53348       -9.92198
        0.53571       -8.96764
        0.53795       -8.23691
        0.54018       -7.71970
        0.54241       -7.39510
        0.54464       -7.23552
        0.54688       -7.21263
        0.54911       -7.31869
        0.55134       -7.57968
        0.55357       -8.02290
        0.55580       -8.67355
        0.55804       -9.54603
        0.56027      -10.63154
        0.56250      -11.88872
        0.56473      -13.27663
        0.56696      -14.75039
        0.56920      -16.26700
        0.57143      -17.78153
        0.57366      -19.25185
        0.57589      -20.63750
        0.57812      -21.90340
        0.58036      -23.02032
        0.58259      -23.96646
        0.58482      -24.72819
        0.58705      -25.29827
        0.58929      -25.67772
        0.59152      -25.87112
        0.59375      -25.89246
        0.59598      -25.75740
        0.59821      -25.49456
        0.60045      -25.09091
        0.60268      -24.61242
        0.60491      -24.21130
        0.60714      -23.98310
        0.60938      -23.96718
        0.61161      -24.13572
        0.61384      -24.42620
        0.61607      -24.75719
        0.61830      -25.05856
        0.62054      -25.27861
        0.62277      -25.39969
        0.62500      -25.41855
        0.62723      -25.33114
        0.62946      -25.15340
        0.63170      -24.91385
        0.63393      -24.63751
        0.63616      -24.34035
        0.63839      -24.01383
        0.64062      -23.62189
        0.64286      -23.11334
        0.64509      -22.43088
        0.64732      -21.52658
        0.64955      -20.37068
        0.65179      -18.96331
        0.65402      -17.33575
        0.65625      -15.55536
        0.65848      -13.71551
        0.66071      -11.92935
        0.66295      -10.30247
        0.66518       -8.91516
