        0.00223        1.61556
        0.00446        1.62000
        0.00670        1.62443
        0.00893        1.62769
        0.01116        1.62466
        0.01339        1.61832
        0.01562        1.61518
        0.01786        1.60980
        0.02009        1.60130
        0.02232        1.60012
        0.02455        1.59770
        0.02679        1.59382
        0.02902        1.58757
        0.03125        1.57694
        0.03348        1.55772
        0.03571        1.52735
        0.03795        1.48607
        0.04018        1.47901
        0.04241        1.47532
        0.04464        1.47289
        0.04688        1.47305
        0.04911        1.46700
        0.05134        1.46484
        0.05357        1.46064
        0.05580        1.45964
        0.05804        1.45659
        0.06027        1.45829
        0.06250        1.45206
        0.06473        1.48264
        0.06696        1.44509
        0.06920        1.41174
        0.07143        1.48153
        0.07366        1.45750
        0.07589        1.48558
        0.07812        1.41104
        0.08036        1.45967
        0.08259        1.46375
        0.08482        1.44912
        0.08705        1.45644
        0.08929        1.45391
        0.09152        1.45849
        0.09375        1.45917
        0.09598        1.45905
        0.09821        1.46742
        0.10045        1.46673
        0.10268        1.48222
        0.10491        1.48048
        0.10714        1.52785
        0.10938        1.54898
        0.11161        1.57906
        0.11384        1.58470
        0.11607        1.61430
        0.11830        1.60996
        0.12054        1.62970
        0.12277        1.62679
        0.12500        1.62882
        0.12723        1.63235
        0.12946        1.65032
        0.13170        1.63057
        0.13393        1.67546
        0.13616        1.63852
        0.13839        1.66171
        0.14062        1.68329
        0.14286        1.65071
        0.14509        1.66167
        0.14732        1.67109
        0.14955        1.65796
        0.15179        1.68513
        0.15402        1.65913
        0.15625        1.65227
        0.15848        1.69912
        0.16071        1.64368
        0.16295        1.68137
        0.16518        1.66722
        0.16741        1.64770
        0.16964        1.67214
        0.17188        1.65558
        0.17411        1.63851
        0.17634        1.67221
        0.17857        1.63381
        0.18080        1.64017
        0.18304        1.62764
        0.18527        1.61851
        0.18750        1.62828
        0.18973        1.60588
        0.19196        1.60291
        0.19420        1.57621
        0.19643        1.54456
        0.19866        1.48319
        0.20089        1.47059
        0.20312        1.45412
        0.20536        1.45664
        0.20759        1.44791
        0.20982        1.44697
        0.21205        1.43496
        0.21429        1.44802
        0.21652        1.42707
        0.21875        1.45895
        0.22098        1.41908
        0.22321        1.44605
        0.22545        1.43161
        0.22768        1.46206
        0.22991        1.42698
        0.23214        1.38312
        0.23438        1.43768
        0.23661        1.44791
        0.23884        1.44654
        0.24107        1.36279
        0.24330        1.44344
        0.24554        1.44083
        0.24777        1.42442
        0.25000        1.44671
        0.25223        1.43500
        0.25446        1.43651
        0.25670        1.42908
        0.25893        1.43047
        0.26116        1.43824
        0.26339        1.43779
        0.26562        1.44456
        0.26786        1.44228
        0.27009        1.44742
        0.27232        1.44931
        0.27455        1.45545
        0.27679        1.46362
        0.27902        1.50348
        0.28125        1.52879
        0.28348        1.54595
        0.28571        1.54726
        0.28795        1.54922
        0.29018        1.55146
        0.29241        1.55433
        0.29464        1.55929
        0.29688        1.56616
        0.29911        1.56393
        0.30134        1.55747
        0.30357        1.54365
        0.30580        1.52351
        0.30804        1.49972
        0.31027        1.45843
        0.31250        1.43392
        0.31473        1.40726
        0.31696        1.38506
        0.31920        1.35356
        0.32143        1.32915
        0.32366        1.29759
        0.32589        1.27777
        0.32812        1.24941
        0.33036        1.23732
        0.33259        1.20310
        0.33482        1.19132
        0.33705        1.15093
        0.33929        1.13809
        0.34152        1.09119
        0.34375        1.05832
        0.34598        1.03540
        0.34821        0.99657
        0.35045        0.93415
        0.35268        0.92995
        0.35491        0.84881
        0.35714        0.81513
        0.35938        0.77906
        0.36161        0.72613
        0.36384        0.63386
        0.36607        0.62361
        0.36830        0.49869
        0.37054        0.51190
        0.37277        0.37731
        0.37500        0.27536
        0.37723        0.25286
        0.37946        0.15011
        0.38170        0.08625
        0.38393       -0.02068
        0.38616       -0.09034
        0.38839       -0.20520
        0.39062       -0.27788
        0.39286       -0.39625
        0.39509       -0.47103
        0.39732       -0.59313
        0.39955       -0.67654
        0.40179       -0.81012
        0.40402       -0.90687
        0.40625       -1.04974
        0.40848       -1.15359
        0.41071       -1.30589
        0.41295       -1.42545
        0.41518       -1.60319
        0.41741       -1.75676
        0.41964       -1.97492
        0.42188       -2.17527
        0.42411       -2.44589
        0.42634       -2.70977
        0.42857       -3.05310
        0.43080       -3.40362
        0.43304       -3.84264
        0.43527       -4.30501
        0.43750       -4.87115
        0.43973       -5.48333
        0.44196       -6.18835
        0.44420       -6.99366
        0.44643       -8.05740
        0.44866       -9.32858
        0.45089      -10.79675
        0.45312      -12.29505
        0.45536      -13.76907
        0.45759      -15.09726
        0.45982      -16.27716
        0.46205      -17.25228
        0.46429      -18.16349
        0.46652      -19.04692
        0.46875      -20.01022
        0.47098      -21.02051
        0.47321      -22.10637
        0.47545      -23.18626
        0.47768      -24.27969
        0.47991      -25.34136
        0.48214      -26.44828
        0.48438      -27.60332
        0.48661      -28.87900
        0.48884      -30.19920
        0.49107      -31.49677
        0.49330      -32.58464
        0.49554      -33.47303
        0.49777      -34.10956
        0.50000      -34.51321
        0.50223      -34.63512
        0.50446      -34.51321
        0.50670      -34.10955
        0.50893      -33.47304
        0.51116      -32.58463
        0.51339      -31.49677
        0.51562      -30.19920
        0.51786      -28.87901
        0.52009      -27.60332
        0.52232      -26.44828
        0.52455      -25.34135
        0.52679      -24.27969
        0.52902      -23.18626
        0.53125      -22.10638
        0.53348      -21.02051
        0.53571      -20.01022
        0.53795      -19.04692
        0.54018      -18.16349
        0.54241      -17.25228
        0.54464      -16.27716
        0.54688      -15.09726
        0.54911      -13.76907
        0.55134      -12.29504
        0.55357      -10.79675
        0.55580       -9.32859
        0.55804       -8.05740
